Title,Article Link,Date,Day,Month,Year,Article,Location
Ever-expanding Ahmedabad experiences ever-increasing number of voters in LS polls,https://english.gujaratsamachar.com/news/gujarat/ever-expanding-ahmedabad-experiences-ever-increasing-number-of-voters-in-ls-polls,2024-04-24,24,04,2024,"As the Gujarat election countdown has begun, the electoral roll has disclosed 20.26 lakh voters in Ahmedabad east and 17.26 lakh in Ahmedabad west. A surge of 8–12% has been witnessed among voters in the last five years in Ahmedabad. In the 2019 Lok Sabha elections, Ahmedabad east had 18,11,851 voters, and Ahmedabad west recorded 16,43,317 voters. In the upcoming Lok Sabha and bye elections in the state, the city’s east bank areas witnessed 38,451 first-time voters, while Ahmedabad west recorded 27,218 first-time voters as per the electoral roll. Ahmedabad east has 20.38 lakh octogenarian (of ages over than 80) voters, while Ahmedabad west has 43,364. Voters between the ages of 30-39 are the highest in both areas, with 5.17 lakh in the east and 4.16 lakh in the west Ahmedabad. Age-wise distribution of voters in Ahmedabad east Age-wise Distribution of Voters in Ahmedabad East Age Group Voters 18-19 38,451 20-29 3,87,114 30-39 5,17,994 40-49 4,49,981 50-59 3,22,013 60-69 2,04,949 70-79 89,164 80+ 28,496 Total 20,38,162 Age-wise distribution of voters in Ahmedabad west Age-wise Distribution of Voters in Ahmedabad West Age Group Number of Voters 18-29 27,218 20-29 2,87,939 30-39 4,16,663 40-49 3,71,951 50-59 2,97,418 60-69 1,96,316 70-79 1,04,117 80+ 43,365 Total 17,26,987 Age-wise distribution of voters in Gujarat Age-wise Distribution of Voters in Gujarat Age Group Number of Voters 18-29 12,20,438 20-29 10,385,750 30-39 11,613,193 40-49 10,212,350 50-59 7,696,296 60-69 5,118,071 70-79 2,522,640 80+ 9,99,939 Total 49,768,677 Also read: Lok Sabha elections 2024: Things you need to know as a first-time voter",ahmedabad
Scammers dupe retd official of ₹41 lakh in Ahmedabad,https://english.gujaratsamachar.com/news/gujarat/scammers-dupe-retired-official-of-rupees-41-lakh-in-ahmedabad,2024-04-25,25,04,2024,"Ahmedabad fraud case A retired government official in Ahmedabad was cheated to the tune of ₹41 lakh by a gang posing as cyber crime cell officers and threatening to implicate him in a money laundering case. As per the complaint filed with the Ahmedabad cybercrime, the 58-year-old Prahladnagar resident Shrenik Vaishnav received a call from an unknown number on Apr 18. The caller, identifying himself as police inspector Pradeep Savant of the Mumbai cyber cell, told Shrenik that a person named Mohammad Iqbal Malek from Mumbai had registered 24 bank accounts using his Aadhaar card and conducted illicit transactions. He then threatened to send police to Shrenik’s house if he did not cooperate, which terrified Shrenik who agreed to cooperate. Two other officers then joined the call and questioned Shrenik for 45 minutes. They told him that his phone was under surveillance and that he should not inform anyone about this ongoing investigation. They threatened to take strict action against him if he did so. Frightened by the threats, Shrenik switched his phone to airplane mode and connected to WiFi, as per the scammers’ instructions. Meanwhile, Shrenik was connected via a Skype call, and a police ID card was shown to him to garner his trust. In the video call, the scammers told Shrenik that all his financial transactions were being investigated under RBI (Reserve Bank of India) regulations. They asked him to transfer ₹10 lakh online with a promise to return the money within 15 minutes. Shrenik complied and transferred ₹10 lakh. The scammers then asked Shrenik for details of his investments in the stock market and told him to sell his shares and send them the money. Fearing police action, the victim sold his shares and transferred more than ₹30 lakh to the scammers. Ahmedabad cybercrime investigations are underway.",ahmedabad
One consultancy firm dupes another in Gujarat over UK work permit,https://english.gujaratsamachar.com/news/gujarat/one-consultancy-firm-dupes-another-in-gujarat-over-uk-work-permit,2024-04-25,25,04,2024,"Visa consultancy fraud Amid incidents of visa consultancies cheating foreign aspirants surfacing across the state, a visa consultancy official in Vadodara was booked for cheating another such firm based in Ahmedabad. A complaint has been filed against a woman named Mallika, alias Mahi Tiwari Nikesh Belthariya, for allegedly cheating another visa consultancy firm owner, Hitesh Vala, of ₹24.84 lakh. The accused allegedly charged Hitesh for UK work permit visas for two of his clients, which later turned out to be fake and were rejected. One visa consultancy defrauds another Hitesh used to outsource his operations to Mahi’s firm in Vadodara. When two of his clients, Kajal Khatri and Mansi Patel, approached Hitesh for UK work permit visas, he assigned this task to Mahi. Mahi charged ₹1.58 lakh each from both clients as a deposit. It was agreed that the remaining ₹31.84 lakh would be paid after the visas were issued. About four days later, Mallika sent the work permit letters, and Hitesh paid her the remaining ₹31.84 lakh. However, Kajal and Mansi’s visas were rejected since the permit letter provided by Mahi were fake. Upon confronting her, Mallika returned the deposit amount to both clients, as well as ₹7 lakh to Hitesh. The cheques issued by Mahi to Hitesh for the partial payment of the remaining amount bounced. Seeking the remaining amount of ₹24.84 lakh, Hitesh filed a complaint against Mahi with Ahmedabad crime branch. Also read: Indians can now apply for a multiple entry Schengen visa with longer validity Indian student organisation in UK began ‘Fair Visa, Fair Chance’ campaign UK increases minimum salary requirement for family visa",ahmedabad
Guj HC upholds ban on private luxury buses entry in Ahmedabad during day,https://english.gujaratsamachar.com/news/gujarat/guj-hc-upholds-ban-on-private-luxury-buses-entry-in-ahmedabad-during-day,2024-04-25,25,04,2024,"Once again considering the authority’s efforts to curb traffic and pollution, the Gujarat High Court upheld the decision to ban the entry of private buses in Ahmedabad limits during the day. The private bus operators challenged the single bench judgement restricting the entry of private buses in the city from 8 a.m. to 10 p.m. A bench of Chief Justice Sunita Agarwal and Justice Aniruddha Mayee upheld the decision to restrict luxury buses to city limits during the day. The HC also rejected a 2004 notification that allowed private buses to operate and park on specific routes. The single bench judgement of the high court by Justice Vaibhav Nanavati held that there has been a surge in the number of vehicles in Ahmedabad for the last two decades, which has resulted in the rise of traffic and parking issues. The HC upheld the Ahmedabad police notification and clarified that for the safety of citizens, the decision to ban private buses from the city limits in the daytime is ‘legal and appropriate’. The public prosecutor, Utkarsh Sharma, strongly opposed the petition filed by the luxury bus operators challenging the verdict of a single judge and the public notification of the Ahmedabad city police commissioner. He argued that the interests of the luxury bus business cannot be put above the lives and safety of innocent citizens. Therefore, the High Court should dismiss the appeal of the petitioners. The Ahmedabad police commissioner issued a notification in Jan 2022 to restrict the entry of private buses under Section 33 (1) (b) and (c) of the Gujarat Police Act. Also read: Guj HC upholds decision to restrict private luxury buses entry during working hours",ahmedabad
"Late night group clash in Ahmedabad kills one, seven injured",https://english.gujaratsamachar.com/news/gujarat/late-night-group-clash-in-ahmedabad-kills-one-seven-injured,2024-04-25,25,04,2024,"Two groups in Ahmedabad on the night of Apr 24, clashed, which resulted in seven injuries and one elderly lady losing her life. The injured were shifted to a nearby hospital. Sources suggested that the clash took place in the Bharvadvas of Ahmedabad’s Vastrapur area. Two groups reportedly pelted stones at each other over the printing of the names on a temple renovation invitation. In the incident, a 70-year-old lady succumbed to her injuries, and seven people were injured, who were later shifted to a hospital. Traffic deputy commissioner of police, Safin Hassan disclosed that the clash happened over printing the names in the invitation for the consecration of the idol in a temple. The police handled the situation promptly and initiated a probe into the matter. Also read: AMTS bus driver flees after killing two-wheeler driver in Ahmedabad; nabbed",ahmedabad
Vastrapur-based drug inspector caught red handed in bribery case,https://english.gujaratsamachar.com/news/gujarat/vastrapur-based-drug-inspector-caught-red-handed-in-bribery-case,2024-04-25,25,04,2024,"A drug inspector from Ahmedabad’s Food and Drug Control Administration (FDCA) office in Vastrapur was nabbed by the Anti-Corruption Bureau (ACB), for her involvement in a ₹20,000 bribery case. The ACB had set a trap to catch the accused red-handed, which she fell for. Darshana Modi, drug inspector at the FDCA office in Bahumaali Bhawan-2, Vastrapur, visited a medical store and sought bills and prescriptions on Apr 18. She also inspected the inventory of the pharmacy, checked for licensed drugs, and verified the absence of any unauthorised substances. Modi then asked for prescription records from the store owner and threatened that if the store did not have  the record of the doctor’s prescriptions for the sales, the owner would have to pay a bribe of ₹1,00,000. The amount of the bribe was settled down to ₹30,000. As ₹10,000 was already given by the owner to the accused, she extorted the remaining ₹20,000. As per the ACB, Modi landed in their trap and was busted red-handed. Also read: Troubles pile up for SK Langa as ACB probes him, son over ₹11.64 cr property",ahmedabad
Jaysukh Patel submits apology in Guj HC in Morbi bridge tragedy case,https://english.gujaratsamachar.com/news/gujarat/jaysukh-patel-submits-apology-in-gujarat-hc-in-morbi-bridge-tragedy-case,2024-04-26,26,04,2024,"Morbi bridge tragedy case In a hearing of a suo moto public interest litigation (PIL) over the Morbi bridge tragedy which claimed 135 lives in October 2022, a divisional bench of Chief Justice Sunita Agarwal and Justice Aniruddha P Mayee expressed strong displeasure over the Oreva company’s handling of the victims’ compensation and rehabilitation. It further directed the company to file a detailed affidavit, explaining its plans for permanent compensation and its corporate social responsibility (CSR) obligations. Filing an affidavit in the High Court, Oreva group has agreed to provide compensation to the victims of the bridge collapse as per the recommendations of the Morbi district collector. The collector had recommended that the company provide a monthly compensation of ₹12,000 to orphaned children, widows, and other vulnerable victims. However, the company had initially only agreed to provide a monthly compensation of ₹5,000. The High Court had earlier issued a show-cause notice to the company asking why contempt proceedings should not be initiated against it for not complying with the court’s orders. On behalf of the company, its accountant also filed an affidavit in the HC regarding the financial compensation to be given to the victims and its methodology. The affidavit also shed light upon the compensation already provided and the compensation to be provided in the future. Jaysukh Patel’s apology in the HC Appearing before the court, Oreva Group managing director Jaysukh Patel sought apology for not being able to respond to the court’s orders in a timely manner and assured the court of full compliance with its orders, “always”. The court, however, observed that the Morbi bridge collapse was not a mere accident or an act of God but a result of the company’s negligence and dereliction of duty. It pointed out that Oreva had taken over the maintenance and operation of the bridge despite knowing its dilapidated condition, and cannot be given a “benefit of doubt.” “You (Oreva Group) have played with public property. You have a moral and legal obligation to do more for the victims,” the court asserted. The next hearing on the matter will be held on May 19. Notably, Jaysukh Patel was granted bail from the Supreme Court on Mar 22. Previously, the court had put the Oreva Group on the dock by asking, “What happened to the trust that was asked to be formed to help the victims? What has the company done about the rehabilitation of the victim families, as it had promised three months ago? Why has the Oreva Group not filed an affidavit for three months?” Also read: Morbi bridge tragedy: SC grants conditional bail to Oreva Group’s Jaysukh Patel Guj HC serves contempt notice to Oreva Group in Morbi bridge collapse case Guj HC directs Oreva group to adopt Morbi village, look after victims’ kins",ahmedabad
Cyber crimes in Ahmedabad soar by 200% in a year,https://english.gujaratsamachar.com/news/gujarat/cyber-crimes-in-ahmedabad-soar-by-200-per-cent-in-a-year,2024-04-26,26,04,2024,"Ahead of Lok Sabha elections in the state, Ahmedabad city police commissioner GS Malik, along with other senior police officers, held a ‘crime conference’ at Pandit Deendayal Auditorium on Apr 25. A review of the crimes registered in the city during the last year was conducted at the meeting. A significant 200% surge in cyber crimes was reported in Ahmedabad last year, with a concerning low rate of people getting their money back in such cases. However, an average decline in crimes related to assault, including murder, attempts to murder, injury, and kidnapping, was reported by the police. A decline was also noted in theft cases in the city. Ahmedabad police commissioner Malik said that it is important to make people aware of cybercrime and avoid it. While talking about Ahmedabad’s traffic violations, Malik said, “The Ahmedabad traffic police has been taking action against those who violate traffic rules. This has led to a 226% increase in registration of cases by the traffic department.” “A total of 1,044 theft cases were registered in a year, out of which the police solved 255 cases,” he added. The city commissioner also reviewed preparations for upcoming elections during the conference. He also felicitated the Narol ‘She’ Team for their humanitarian efforts in the city. Also read: Theft cases on rise in Diwali holidays, police face dual challenge in Ahmedabad Scammers dupe retd official of ₹41 lakh in Ahmedabad",ahmedabad
IPL fever? BRTS driver suspended for watching cricket on duty,https://english.gujaratsamachar.com/news/gujarat/ipl-fever-brts-driver-suspended-for-watching-cricket-on-duty,2024-04-26,26,04,2024,"A blatant disregard by the very person tasked with the responsibility of getting people safely from one place to another, in a public transport vehicle, put the lives of people at risk when a BRTS driver could not stop himself from watching an IPL match while driving. In a shocking incident in Ahmedabad, a BRTS (Bus Rapid Transit System) driver was seen watching an Indian Premier League (IPL) match while driving on the Anjali Char Rasta-Maninagar route. After the video of the bus driver went viral, the Amdavad Municipal Corporation (AMC) took action and suspended the accused driver. Moreover, the contractor Chartered Speed Pvt Ltd was fined ₹1 lakh by the authorities and closed the incident. Though the AMC did not have an answer for this breach of protocols by the driver, the transport manager and deputy municipal commissioner, Arjav Shah, said that a training programme was held for AMTS and BRTS bus drivers in January 2024. Notably, on Apr 19, an AMTS driver ran over a two-wheeler driver to death in Behrampura, Ahmedabad. Also read: AMTS bus driver flees after killing two-wheeler driver in Ahmedabad; nabbed In the red: Contractors hold keys to AMTS ‘lal buses’",ahmedabad
AMC resurfaces city’s seven bridges and flyovers,https://english.gujaratsamachar.com/news/gujarat/amc-resurfaces-ahmedabads-seven-bridges-and-flyovers,2024-04-27,27,04,2024,"Ahmedabad bridges To enhance the riding quality of commute on various bridges of the city, the Amdavad Municipal Corporation (AMC) has resurfaced the top layer, bituminous concrete (asphalt), of seven bridges across the city. The AMC administration has included bridges over rivers, flyovers bridges, and railway overbridges in the resurfacing work. As per AMC’s engineer, road and bridge project department, the continuous movement of vehicles causes heavy surface erosion of the wearing course (uppermost layer) of the carriageway of several bridges. To improve the riding quality, the existing top surface was milled and resurfaced at the bituminous concrete level, enabling vehicles to pass smoothly over the bridges. Resurfaced sq m of Ahmedabad’s bridges: Sardar bridge - 7,410 sq m Ambedkar bridge - 6,262.5 sq m Chimanbhai Patel bridge - 8,580 sq m Shivranjani flyover - 4,725 sq m Jivraj bridge - 5,137.5 sq m Nathalal Jhagadia bridge - 6,080 sq m Gujarat College flyover - 7,500 sq m",ahmedabad
