Title,Article Link,Date,Day,Month,Year,Article,Location
Ahmedabad to get new ₹367 crore bridge from GMFB grant,https://english.gujaratsamachar.com/news/gujarat/ahmedabad-to-get-new-rs-367-crore-bridge-from-gmfb-grant,2024-10-05,5,10,2024,"The Sabarmati Riverfront Development Project’s Phase II includes the construction of a barrage-cum-bridge from the Torrent Powerhouse in the west to Shahibaug at a cost of ₹367 crore. All expenses for this bridge will be covered by grants from the Gujarat Municipal Finance Board (GMFB). The barrage within the riverfront project will operate and maintain a rubber barrage based on an automated control system. During water shortages in the city, approximately 10 to 15 days’ worth of water can be sent for purification through the Kotarpur intake well. The operation and maintenance of the rubber barrage will be based on an automatic control system, which will ensure that the barrage can be deflected without obstructing the flow of the river during floods. The contract for the rubber-type barrage has been awarded to YOOIL Envirotech Pvt Ltd from South Korea. Rajkamal Builder Infrastructure Pvt Ltd has been tasked with the work related to water storage, road networks, civil works, and street lighting for the city of Ahmedabad. Key features of the bridge Footpaths will be provided on both sides of the bridge, along with full connectivity to the main bridge from all four sides via riverfront roads. A footpath with a tensile roofing structure, 3 metres wide, will be constructed beneath the deck of the main bridge. The main span of the bridge will feature a 126-metre-long steel arch, with both ends having suspended arch spans of 42 metres. The remaining spans will be made of RCC prestressed girders. Theme-based decorative lighting will be installed, and a provision for lock gates for water transportation will be made. Also read: Ahmedabad to get bridge worth ₹350-crore on Sabarmati",ahmedabad
Fake message about food poisoning in Naranpura gets AMC running,https://english.gujaratsamachar.com/news/gujarat/fake-message-about-food-poisoning-in-naranpura-gets-amc-running,2024-10-05,5,10,2024,"A message about over 200 people affected by food poisoning in Sardar Patel Nagar in Ahmedabad’s Naranpura went viral on social media, causing chaos for Amdavad Municipal Corporation (AMC). A team from AMC’s food department rushed to inspect the situation, only to realise that the viral message was fake. The message went viral on October 4, stating that 200 people who were distributed snacks after the visit of Union Home Minister Amit Shah in Sardar Patel Nagar suffered from food poisoning. Municipal Additional Medical Officer of Health Doctor Bhavin Joshi stated that there are 1,685 flats in Sardar Patel Nagar in a total of 28 blocks. The snacks were distributed on October 3, with 3,700 coupons. The food department sent a medical van to the spot to conduct an inspection. It was found that no one was admitted to the hospital due to food poisoning. Also read: SOG launches crackdown on drug abuse during Navratri in Ahmedabad",ahmedabad
SOG launches crackdown on drug abuse during Navratri in Ahmedabad,https://english.gujaratsamachar.com/news/gujarat/sog-launches-crackdown-on-drug-abuse-during-navratri-in-ahmedabad,2024-10-05,5,10,2024,"The Special Operations Group (SOG) has launched a major crackdown on drug use in Ahmedabad during the festive season of Navratri. As part of the drive, 20 teams were deployed across Ahmedabad on the second day of Navratri to target drug addicts and ensure a safer environment during the celebrations. One such operation took place at Pakwan Crossroads, where an Assistant Commissioner of Police (ACP), three Police Inspectors, and 30 SOG personnel were on the ground. The team conducted checks on around 12 individuals, along with vehicle inspections to ensure no illegal substances were being transported. The operation is part of a broader initiative that includes mobile drug analyser tests being carried out at 20 different locations across the city in collaboration with the City Crime Branch. These handheld devices can swiftly and accurately detect the presence of drugs in swab samples. The SOG is utilising Abbott's SoToxa Mobile Test System, a handheld analyser capable of detecting up to six different drug classes from a single oral fluid sample within five minutes. The device is designed for portability and ease to use, making it ideal for field operations during large-scale events like Navratri.",ahmedabad
Ahmedabad Crime Branch launches new portal ‘Tera Tujhko Arpan’ for quick return of lost money,https://english.gujaratsamachar.com/news/gujarat/ahmedabad-crime-branch-launches-new-portal-tera-tujhko-arpan-for-quick-return-of-lost-money,2024-10-06,6,10,2024,"The Ahmedabad Crime Branch launched a new online portal called ‘Tera Tujhko Arpan’. Launched on October 3, this portal allows citizens to file applications to unfreeze their bank accounts and retrieve their money. Through the portal, police officials can also monitor pending applications and their statuses. Users will receive real-time updates and can track their application status online. In cases of fraud, individuals can report the incident by calling the number 1930, which enables the police to freeze the funds from the bank. To facilitate the process of refunding these funds to citizens, the ‘Tera Tujhko Arpan’ portal has been specifically designed. Citizens can log in to the portal and apply for the return of frozen funds from the comfort of their homes, receiving real-time updates throughout the process. This portal streamlines the refund process, which previously took 3 to 4 hours, reducing it to just 10 to 15 minutes. Additionally, a dashboard has been created for police officials, allowing them to view the status of pending applications as well as those submitted to the court. With this new initiative, the Ahmedabad Crime Branch aims to make the process of recovering lost funds more efficient and user-friendly for citizens. Also read : AMC yet to implement HC order mandating Gujarati language",ahmedabad
"Security guard thrashed by doctor, accomplices in Ahmedabad over parking dispute",https://english.gujaratsamachar.com/news/gujarat/security-guard-thrashed-by-doctor-ahmedabad-chandkheda,2024-10-06,6,10,2024,"Chandkheda doctor violence A parking dispute took a violent turn in Ahmedabad’s Chandkheda area, where a doctor and his accomplices thrashed a security guard. Three have been reportedly injured in this incident and were rushed to a nearby hospital for their treatment. The incident took place in Chandkheda’s Upvan Residency, where a doctor of Pushpam Superspeciality Hospital had indulged in a verbal dispute after being directed not to park his vehicle outside the society gate. The issue escalated after the doctor called up his accomplices, who then ganged up on the security guard and physically assaulted him on the road in front of the hospital. The entire incident was caught on CCTV cameras. Following the incident, locals expressed their outrage after police denied registering a complaint against the doctor for conducting this act. People in large numbers stormed the hospital premises, demanding action from the authorities.",ahmedabad
Gujarat Home minister faces flak as crime incidents rise,https://english.gujaratsamachar.com/news/gujarat/gujarat-home-minister-faces-flak-as-crime-incidents-rise,2024-10-06,6,10,2024,"The safety of women in Gujarat has become a pressing concern as the state witnesses a disturbing surge in rape and gang-rape cases. Public outrage has intensified following recent incidents of violence, and criticism directed at Home Minister Harsh Sanghavi’s comments on extending garba festivities until 5 am. In the past 15 days alone, six cases of rape and molestation have been reported across the state. These include the a murder of a 6-year-old girl by her school principal in Dahod, the molestation of a 5-year-old by a drunk man in Surendranagar, and the gang-rape of a teenager in Vadodara. Minister of State for Home Harsh Sanghavi faced backlash for his statement suggesting that if we dont play garba in Gujarat then, ‘where will we play, in  Pakistan?’ This comment was widely criticised as insensitive and dismissive of the serious issues facing the state. Isudan Gadhvi, AAP state chief, had also cristised the statement of the home minister saying that where should the daughters of the state go to get justice? To Pakistan? Opposition leaders and concerned citizens have expressed their deep concern over the deteriorating law and order situation. Amit Chavda, the Leader of Opposition, tweeted that the daughters of Gujarat are not safe and demanded the resignation of the leaders who are not able to protect the daughters of the state criticising the Home minister’s statement. The rising crime rates have not been limited to women alone. On the first day of Navratri, a 16-year-old boy was stabbed during a brawl at a tea stall in Ahmedabad. The incident occurred around 1.30 am, highlighting the growing sense of insecurity among the state’s residents. The recent incidents have raised serious questions about the safety of people in Gujarat. Also read : After Harsh Sanghavi’s all-night garba… Ahmedabad police says loudspeaker only till 12 midnight",ahmedabad
Gujarat textile industry in decline due to lack of new policy,https://english.gujaratsamachar.com/news/gujarat/gujarat-textile-industry-in-decline-due-to-lack-of-new-policy,2024-10-06,6,10,2024,"The Gujarat textile industry is facing a crisis, due to the absence of a textile policy for the past ten months now which has led to companies leaving the state. The previous textile policy lapsed on December 31, 2023, and since then no new policy has been introduced and Gujarat government has provided no indication of when it will be introduced. The lack of a textile policy has resulted in severe repercussions for the industry. The big companies are leaving for Jharkhand, Maharashtra and Tamil Nadu with more attractive and profitable policies than Gujarat. While Gujarat remains a major producer of cotton, the region’s capabilities in yarn and fabric production are lagging. The cotton harvested in Gujarat is increasingly sent to neighbouring states like Maharashtra and Tamil Nadu for processing into yarn and fabrics. Gujarat has immense potential for growth in the textile sector, particularly in yarn and fabric production. With its extensive coastline, the state is well-positioned to enhance its processing capabilities. However, the lack of supportive policies and incentives has hindered the establishment of new spinning companies. Industry leaders are calling for immediate action by the Gujarat government, urging the introduction of a comprehensive textile policy that promotes small and new cotton industries. They propose increasing spinning capacity by 50% to revitalise the sector and suggest for a reduction in electricity rates for small industries by ₹2 per unit, along with interest subsidies on capital investments. The textile sector can create numerous job opportunities if the government prioritises the development of spinning and fabric manufacturing. Without a conducive environment and supportive policies, new players are struggling to enter the market, which ultimately affects the state’s economy. Also read : Surat-Bangladesh ₹500 crore textile trade at stake?",ahmedabad
Gujarat HC seeks AMC reply over Panjrapol flyover digging,https://english.gujaratsamachar.com/news/gujarat/gujarat-hc-seeks-amc-reply-over-panjrapol-flyover-digging,2024-10-06,6,10,2024,"The ongoing case hearing concerning the construction of the Panjarapol flyover in Ahmedabad has intensified, as the Gujarat High Court reviews a Public Interest Litigation (PIL) opposing the project. With the matter still sub-judice, any construction activity is prohibited until the court issues its orders. However, recent developments have raised concerns regarding compliance with the court’s directives. The contract for the Panjarapol flyover has been awarded to Ranjit Buildicon, but allegations surfaced when the company reportedly began digging at the site, indicating the commencement of construction work for a flyover. A viral video on social media showing the excavations has fuelled public outcry and raised questions about the project’s status amidst the ongoing litigation which is led by the bench of Chief Justice Sunita Agarwal and Justice Pranav Trivedi. In response to these allegations, Jignesh Shah, an engineer from the Amdavad Municipal Corporation (AMC), clarified that the digging work is intended for the repair of service roads and is not related to the flyover construction. The PIL, presented on August 5, highlights additional issues surrounding the project, including traffic congestion and safety concerns. The petitioner’s revised plea highlights the potential hazards to the environment associated with the flyover, and also questions the necessity of the construction given the current light traffic in the area. They emphasised the importance of addressing road encroachments and other traffic-related issues that may impact the community. Also read : Guj HC accepts revised PIL opposing Panjrapol flyover",ahmedabad
Man arrested for indecent behaviour at Garba venue in Ahmedabad,https://english.gujaratsamachar.com/news/gujarat/man-indecent-behaviour-garba-venue-ahmedabad-vatva-arrested-she-team,2024-10-06,6,10,2024,"A’bad man indecent behaviour A young man was arrested for alleged obscene behaviour at a Garba event in Ahmedabad’s Vatva area. The incident occurred in Vatva’s Chamunda Society, where the accused was found acting inappropriately. The man, identified as Kaushik Patel, was reportedly under the influence of alcohol at the time of the incident. Local residents alerted the police, and the Vatva Police’s SHE team swiftly apprehended the accused. A case has been registered at the Vatva Police Station, and further investigation is underway. Also read: Navratri shame: Minor out to play garba raped by three in Vadodara Navratri turns violent as 16-year-old stabbed late at night in Ahmedabad Ahmedabad Police to use 3D and AI cameras for public safety during Navratri",ahmedabad
Man stabbed while trying to save friend in attack over affair in Ahmedabad,https://english.gujaratsamachar.com/news/gujarat/man-stabbed-while-trying-to-save-friend-in-over-affair-in-ahmedabad,2024-10-07,7,10,2024,"A stabbing in Ahmedabad’s Shahibaug area has left one man dead and several others injured following a violent confrontation — allegedly over an extramarital affair — on October 5. Rahul Patni, a rickshawala from Krishnanagar, was seriously injured while attempting to rescue his friend Mukesh who was stabbed multiple times in a knife fight. Mukesh was taken to a hospital but succumbed to his injuries. Rahul has survived, officials say. Police have filed a complaint and are investigating. According to what has been uncovered so far, Mukesh had been friends with Rahul and his relative Akash for some time. On the day of the incident, Rahul, Mukesh and another friend, Prashant, went to visit Akash – Mukesh’s friend and Rahul’s relative — in the hospital. Akash had admitted following an altercation with one Manish Patni, who had recently discovered that wife Rekha had had an affair with Akash. Rahul, Mukesh and Prashant stopped for chai near Gate 5 of the hospital on their way back. Here, Manish, his brother Mehul Patni, and their nephews Gadu and Ajay Patni — all brandishing knives and swords — confronted Mukesh over his perceived support for Akash. The enraged group attacked Mukesh first, turning on Rahul when the latter attempted to save his friend. Mukesh was taken to a hospital with multiple stab wounds, but died later, according to the police complaint later filed by Rahul, who survived the ordeal. Gadu and Mehul were injured when their attempt to flee the scene after the stabbing led to a crash with a road divider. Gadu has since been arrested, Shahibaug Police Inspector JD Zala told Gujarat Samachar Digital. “Mehul Patni is currently hospitalised under police surveillance, and we are actively searching for the other two suspects,” he added. Also read: Navratri turns violent as 16-year-old stabbed late at night in Ahmedabad",ahmedabad
Academic obstacle for students as the government polytechnics lack computers,https://english.gujaratsamachar.com/news/gujarat/academic-obstacle-for-students-as-the-government-polytechnics-lack-computers,2024-10-07,7,10,2024,"Government polytechnic colleges in Gujarat are facing a severe shortage of computers, impacting the academic growth of students, particularly those from economically weaker sections. These students, who opt for government colleges due to their affordable fees, are struggling to gain practical knowledge essential for their courses in Information Technology and Computer Science. Government polytechnic colleges in Gujarat charge a nominal fee of ₹1,500, making them a viable option for poor and middle-class students. However, the lack of adequate computer facilities is hindering their education. Private colleges, with fees running into lakhs, are not an option for these students, forcing them to rely on these under-resourced government institutions. The shortage of computers and related equipment means these students cannot gain the practical experience necessary for their courses. According to the information, teachers have been requesting additional computers from the government for years, but they have not received any computers yet. For quite a while now, it has been discussed that government may sanction 10,000 new systems, but no timeline has been given for the same. According to the norms of the Technical Council, there should be one computer for every ten students in degree and diploma colleges. With student numbers ranging from 2,000 to 3,000 in these government polytechnics, a minimum of 200 computers is required. Currently, these colleges do not even meet this minimum requirement leaving students with lack of practical knowledge Also read : Short circuit causes fire at Government Polytechnic in Ahmedabad",ahmedabad
"Ahmedabad woman ends life after facing fraud, exploitation in Dubai",https://english.gujaratsamachar.com/news/gujarat/ahmedabad-woman-ends-life-after-facing-fraud-exploitation-in-dubai,2024-10-07,7,10,2024,"A 34-year-old woman of Ahmedabad died by suicide after being allegedly defrauded by ‘job-promisers’ in Dubai. According to reports, A resident of Fatehwadi in Sarkhej, was physically abused, and duped of her finances in Dubai, which led to a mental breakdown. Before she ended her life on September 17, she mentioned Akhtar’s name to her husband. Akhtar and her family allegedly physically harassed  the victim in Dubai, prompting her return to India. In her suicide note, she wrote, “Akhtar and his family are responsible for my death.” When she went to Dubai, Akhtar took her passport and threatened to traffic her. They also took her ATM card and bank details from her and extorted a total of ₹18 lakh. She added that Akhtar’s brother Gulam Yasdani physically abused her. The police have recovered video and audio clips from the deceased’s phone. A total of six people have been booked by Sarkhej police on the charges of abetment of suicide. Also read: 14 Indian nationals rescued from scam centres in Cambodia",ahmedabad
Speeding dumper fatally runs over 21-year-old in Ahmedabad,https://english.gujaratsamachar.com/news/gujarat/speeding-dumper-fatally-runs-over-21-year-old-in-ahmedabad,2024-10-08,8,10,2024,"Representative image A speeding dumper ran over a 21-year-old factory worker at Kathwara-Singarwa Road. Chandan Yadav was returning to his factory after a lunch break when he was fatally knocked by a s speeding dumper truck near Ankita Construction’s gate. Chandan's father Kameshwar Yadav, a resident of Kathwara village, filed a formal complaint on the afternoon of October 2. Chandan was working at Shivam Industries and had gone for lunch during his work break. While walking back to the factory, a dumper truck with the registration number GJ 09 AU 7784, driven negligently hit Chandan, causing severe injuries to his body and left leg. The victim was rushed to the Civil Hospital by an 108 emergency ambulance, but Chandan succumbed to his injuries at 3.45 pm. The dumper driver fled the scene following the incident. A case has been registered with the I Division traffic police. A search is on to apprehend the driver. Also read: 25-year-old man dies after being hit by pickup truck in Ahmedabad",ahmedabad
25-year-old man dies after being hit by pickup truck in Ahmedabad,https://english.gujaratsamachar.com/news/gujarat/25-year-old-man-dies-after-being-hit-by-pickup-truck-in-ahmedabad,2024-10-08,8,10,2024,"Krunalkumar Prajapati, 25, lost his life in a road accident involving an Eicher 407 pickup truck near Balolnagar, New Ranip in Ahmedabad. Around 11.30am on October 6, Krunalkumar was riding his motorcycle on the bridge leading towards New Ranip when the accident occurred. According to the complaint filed by Krunalkumar’s mother, Nayanaben Prajapati, her son was working as a courier and was returning home when the accident occurred. The truck (GJ-09-Z-4176), allegedly speeding, hit Krunalkumar’s motorcycle from behind, causing severe injuries to him. He was rushed to Sola Civil Hospital by a 108 ambulance, but succumbed to his injuries at 2.30 pm. The truck driver fled the scene after the accident. Nayanaben filed the complaint after performing her son’s last rites and has urged the authorities to take strict action against the driver for reckless and negligent driving that resulted in the loss of her son’s life. A case has been registered with the L Division traffic police. A search is on to locate the driver. Also read: Man rams SUV into security guard, gets revenge for father's death 22 yrs ago Ahmedabad’s SG Highway becomes speeding zone, kills two",ahmedabad
