Title,Article Link,Date,Day,Month,Year,Article,Location
Sugarcane juice poisoning or another mass suicide in Vadodara?,https://english.gujaratsamachar.com/news/gujarat/sugarcane-juice-poisoning-or-another-mass-in-vadodara,2024-05-04,4,05,2024,"(Representative image) In a mysterious turn of events, a sugarcane seller and his son have been admitted to SSG Hospital (Sir Sayajirao General Hospital) in Vadodara due to the alleged poisoning of sugarcane juice. Chetan Soni, a sugarcane seller in Vadodara’s Tarsali, admitted his son Akash to SSG Hospital due to alleged food poisoning after consuming sugarcane juice. He informed the hospital authorities that his wife Bindu allegedly served Akash a sugarcane juice infused with potassium cyanide. After further investigation, Makarpura police found that his wife and father died after consuming the same sugarcane juice, and their last rites were performed without informing the police about the poisoning. The police’s suspicion grew on Soni, and he was taken to the police station for interrogation on the night of May 3. Thereafter, the police, along with him, reached his residence for further investigation. Before the police could probe further, Soni rushed to another room and consumed poison. He was also admitted to SSG Hospital and is in critical condition. An investigation has yet to reveal whether it was a mass family suicide case or murder. Also read: Surat horror: family tragedy unfolds with triple suicide Suicide attempt by family thwarted by alert bystanders on Sabarmati Riverfront",baroda
Fire erupts at Patanjali store in Vadodara,https://english.gujaratsamachar.com/news/gujarat/fire-erupts-at-patanjali-store-in-vadodara,2024-05-06,6,05,2024,"Fire (representative img) A fire broke out today at a Patanjali store located in a complex near Sangam Circle on Harni Warasia Ring Road in Vadodara. Thick smoke billowed from the store, causing panic among the nearby shopkeepers, pedestrians, and motorists. Upon receiving the information about the fire incident, a team from the city’s fire department rushed to the spot and managed to control the blaze by dousing it with water after incessant efforts. The fire caused extensive damage to the goods stored in the shop. The exact cause of the fire is yet to be ascertained. It is noteworthy that due to the prevailing intense heatwave, incidents of short circuits are becoming common.",baroda
Vadodara records highest results for Class 12 general streams in five years,https://english.gujaratsamachar.com/news/gujarat/vadodara-records-highest-results-for-class-12-general-streams-in-five-years,2024-05-09,9,05,2024,"Vadodara board results Vadodara has recorded 85.23% results for general stream students in the Class 12 board exams, conducted throughout March this year. This has marked a significant improvement from last year’s results, which stood at a dull 67.19% across the district. Overall results for the general stream across Gujarat were also staggering at 91.93%. A total of 14,658 general stream students appeared for the exam in Vadodara. Out of these, 12,577 students have passed, and only 2,181 students have failed. It is noteworthy that in 2021, mass promotion was given to the students due to the prevailing COVID-19 pandemic. However, before that, in 2020, the general stream results for Vadodara were 71.03%. Meanwhile, in 2022, it was 76.49%. Record-breaking numbers were registered district-wide this year. Comparing the results of the 10 centres across the city, the highest, 89.16%, was recorded in Pratapnagar, while the lowest, 81.33%, was registered in Indrapuri. Also read: Vadodara boy, a shoe vendor’s son, scores 99.84 percentile in Class 12 Gujarat board HSC, GUJCET results out, here's how to check",baroda
"Vadodara boy, a shoe vendor’s son, scores 99.84 percentile in Class 12",https://english.gujaratsamachar.com/news/gujarat/vadodara-boy-a-shoe-vendors-son-scores-99-point-84-percentile-in-class-12,2024-05-09,9,05,2024,"Jaydeep (L), Satish Agarwal (R) Humble beginnings often pave the way for stories that act as beacons for those lost in the dark. The story of Vadodara’s Jaydeep Agarwal, son of a shoe stall vendor, who managed a 99.84 percentile in his Class 12 commerce board exam, tells a similar tale. Jaydeep and his father, Satish Agarwal, are residents of the city’s Gotri area. Satish lives with his wife and three sons in a one-room kitchen house, where Jaydeep prepared for the exams. Jaydeep’s elder brother Harshil had also achieved success in the Class 12 commerce exam with a 95.13 percentile. He is currently pursuing his career in CA (Chartered Accountancy). This time, it was Jaydeep’s opportunity to shine and bring laurels to his family. Jaydeep had also scored 91.57 percentile in Class 10. In a conversation, he said, “As the exam approached, I used to study for eight to ten hours a day. Sometimes, when I had difficulty studying, I used to go to my uncle’s house nearby. I too wish to pursue CA.” Over this remarkable feat, Satish said, “I am happy that people now recognise me because of my two sons. It is God’s grace that my sons are studying well. My wife and I had earlier decided that, come what may, we would educate our children well.” Also read: Gujarat board HSC, GUJCET results out, here's how to check ICSE, ISC 2024 results out; Gujarat among top scoring states nationwide Gujarat board announces summer vacations from May 9 to June 12",baroda
Vadodara-based teacher duped of over ₹16 lakhs in Canada visa scam,https://english.gujaratsamachar.com/news/gujarat/vadodara-based-teacher-duped-of-over-rs-16-lakhs-in-canada-visa,2024-05-10,10,05,2024,"A complaint has been registered against three operators of a visa consulting agency for duping a Vadodara-based teacher of over ₹16 lakhs. Narendra Mahar, a resident of Parishram Park in Vadodara’s Gorwa said that he contacted Bhumi Purohit of I-Square International agency on social media from an advertisement posted by her. The advertisement mentioned details regarding passport processing of Canada. Bhumi and her brother Ankit Purohit claimed that they work in Ahmedabad and Vadodara, and demanded money ahead of passport printing. The complainant paid a total of ₹16.49 lakhs out of total ₹23 lakhs demanded. However, even after paying the amount, no process was initiated by the accused. Mahar was also introduced to Soham Patel, claimed to be an employee of the Ahmedabad office, but Mahar did not get any leads. The office is now inoperational. Gotri police have registered a case against Bhumi and Ankit Purohit (residents of Undera Road, Vadodara) and Soham Patel (resident of KK Nagar, Ahmedabad). Also read: One consultancy firm dupes another in Gujarat over UK work permit",baroda
Motorist killed in accident with police van in Vadodara; accused driver flees,https://english.gujaratsamachar.com/news/gujarat/motorist-killed-in-accident-with-police-van-in-vadodara-accused-driver-flees,2024-05-11,11,05,2024,"Motorist dead in Vadodara A motorcyclist was killed after being hit by a police control room (PCR) van on Ajwa Road in Vadodara on May 10. As per the complaint registered with Kapurai police, Nilesh Parmar of Sikanderpura village was driving towards Vadodara for work around 1 pm, when a police jeep hit his bike, causing Nilesh to lose control and fall on the road opposite to the Nayara petrol pump. Nilesh sustained grievous injuries and was lying on the road. However, the PCR driver fled the scene, as per the complaint. Eyewitnesses called 108 and rushed Nilesh to the city’s Sir Sayajirao General Hospital (SSGH). However, he was declared dead upon arrival by the doctor on duty.",baroda
MSU to cut admission quota for Vadodara students?,https://english.gujaratsamachar.com/news/gujarat/msu-to-cut-admission-quota-for-vadodara-students,2024-05-14,14,05,2024,"The recent decision of Vadodara’s Maharaja Sayajirao University (MSU) to reduce its quota for local students sparked controversy among Barodians. In a recent meeting of the executive council, a proposal was presented to reduce the quota for local students from 70% to 50%. Currently, in faculties such as Arts, Science, and Commerce, local students enjoy a 70% quota in admission. After the introduction of the recent Gujarat Public Universities Act, of 2023 (also known as the Common Universities Act), the executive council replaced the traditional syndicate system of the university. It would be easy for the executive council to approve the decision without making any arbitrary suggestions. Despite the outcry of locals and students, the admission quota for local students at MSU is bound to be cut, suggested the reports. Also read: MSU admins fail to register in a grant scheme, misses out on ₹100 cr Winds of change at state varsities as new Act comes to effect",baroda
Fake Facebook profiles of two BJP MLAs surface in Vadodara,https://english.gujaratsamachar.com/news/gujarat/fake-facebook-profiles-of-two-bjp-mlas-surface-in-vadodara,2024-05-15,15,05,2024,"BJP MLA Vadidara Two BJP MLAs in Vadodara have been targeted with bogus Facebook accounts, following which both have urged the public through their official accounts not to engage in any way with these fake profiles and report them. Former state minister Manisha Vakil, the BJP MLA from Wadi, and Sayajiganj legislator Keyur Rokadia have reported that their official social media accounts have been duplicated. Cyber expert Mayur Bhusawalkar said that political leaders often connect with their constituents through social media, making it a prime target for those looking to exploit their popularity. “Creating fake profiles of leaders is easy as all their details, including photos, are readily available online. However, these fraudulent attempts are quickly recognised due to their public presence.” This incident is not isolated, as similar attempts to create fake social media accounts of political leaders in Vadodara have occurred before as well. (This story was taken from a syndicated feed, and edited only for style by Gujarat Samachar Digital staff)",baroda
Vadodara Police raid spa involved in illegal activities,https://english.gujaratsamachar.com/news/gujarat/vadodara-police-raid-spa-involved-in-illegal-activities,2024-05-16,16,05,2024,"Vadodara spa The Anti-Human Trafficking Unit (AHTU) of Vadodara busted a spa today that was allegedly being used as a front for a prostitution nexus. It was found that customers were being charged a significant amount for the entry among other charges. The AHTU received specific information that an individual named Tousif Khatri was bringing women from other states to ‘The Royal Rich Style Spa’ in Vadodara and forcing them into prostitution. Based on the intelligence, the AHTU team raided the spa and rescued seven women. A woman named Shabana, alias Kajal Sheikh, was arrested from the spa, while Tousif was declared absconding. Shabana was working as a manager at the spa. A case was registered against the duo under the Immoral Traffic (Prevention) Act (ITPA) at the Manjalpur police station.",baroda
"Smart meter uproar continue in Vadodara, residents condemn surged bills",https://english.gujaratsamachar.com/news/gujarat/smart-meter-uproar-continue-in-vadodara-residents-condemn-surged-bills,2024-05-16,16,05,2024,"Smart Meter In an ongoing stir over the smart meters of Madhya Gujarat Vij Corporation Limited (MGVCL) in Vadodara, protests have erupted across the city against their installation. Residents of a government housing scheme- Swami Vivekananda Heights in Gorwa area of Vadodara, confronted the team of MGVCL on May 15. The residents expressed their anger, stating that they were not informed about the functioning of smart meters before its installation. When smart meters were introduced, people who protested against its installation were reportedly threatened with a ₹10,000 fine. The residents informed that the pre-paid meters consume a recharge of ₹500 that lasts only five to six days. One of the residents complained, “I have received a bill of ₹2,400 instead of the usual ₹800. My electricity usage was shown as 11 units in a single day, which is impossible.” The residents of Swami Vivekananda Heights said that they will hold a rally today and submit a petition against smart meters at the collectorate. Residents of Manjalpur’s Kedar Dham Society on GIDC Road also protested against smart meters.  They argued that the usage of electricity increased significantly after switching to new meters, and experienced a hike in their  bills ranging from ₹150 to ₹250 daily. What are smart meters? The Revamped Distribution Sector Scheme (RDSS) is a nationwide smart meter programme under implementation, by the central government. According to the ministry of power, prepaid smart metering funding is set at 15% of the total cost per meter, capped at ₹900. For special category states, it is 22.5% with a maximum of ₹1350 per meter. The MGVCL has installed 32,99,991 pre-paid smart consumer meters. Also read: State’s electricity requirement peaks; no relief for farmers suffering shortages Major lapses in Gujarat’s power supply unearth as govt amends Electricity Rules",baroda
"Bogus company dealing in share market busted in Gujarat, 17 arrested",https://english.gujaratsamachar.com/news/gujarat/bogus-company-dealing-in-share-market-busted-in-gujarat-17-arrested,2024-05-16,16,05,2024,"Source: IANS The Gujarat police busted a bogus company in Vadodara that claimed to be dealing in the share market and arrested 17 people, said officials here. Police said the accused cheated people of lakhs of rupees by creating a fraudulent company named ‘Angel Broking Customer Care’ and forming a WhatsApp group to lure victims. The gang extorted ₹94.18 lakh from a senior official in a Vadodara-based company. All arrested individuals were produced in court today and were remanded to police custody for two days. The police are now identifying the higher-ups involved in the scam, as it is suspected that more significant figures may be orchestrating these fraudulent activities. According to sources, Ramakrishna Bedundari, originally from Andhra Pradesh and a former top official in Vadodara’s cybercrime division, filed the complaint. The accused allegedly sent WhatsApp messages, convincing the victim to trade in the share market under the guise of Angel Security Customer Service. They used falsified documents from Angel One company and sent links explaining the trading process. An amount of ₹94.18 lakh was transferred from the complainant’s online accounts to various accounts set up by the scammers. Realizing the deceit, the complainant reported the crime to Vadodara’s cyber crime police. The police investigation led to the arrest of 17 individuals involved in the scam. (This story was taken from a syndicated feed, and edited only for style by Gujarat Samachar Digital staff) Also read: Odisha Crime Branch arrests four cyber fraudsters from Gujarat Vasna-based builder dupes NRI couple, sells their property",baroda
‘Bomb’ scribbled on tissue paper found on Vadodara-bound Air India flight,https://english.gujaratsamachar.com/news/national/bomb-scribbled-on-tissue-paper-found-on-vadodara-bound-air-india-flight,2024-05-16,16,05,2024,"Air India A tissue paper, with the word ‘bomb’ written on it, was found in the Air India flight AI819 lavatory at Delhi airport, prompting security agencies to conduct an inspection but it turned out to be a hoax, a police official said. Sharing the details, police said that on May 15 at around 7.30 pm, information was received regarding a tissue paper found in the lavatory of an Air India flight scheduled to depart for Vadodara, with the word “bomb” written on it. “Following standard security protocols, a thorough inspection was conducted, and no suspicious items were found,” said deputy commissioner of police (IGI Airport) Usha Rangnani. Meanwhile, in a statement, Air India said that following the security alert all passengers were safely deboarded, and the aircraft was taken to a remote bay for mandatory checks by security agencies. “Our colleagues on the ground made sure to minimise the inconvenience caused to our guests by this unexpected disruption. Air India is committed to and accords top priority to the safety and security of its passengers and crew. Passengers have been flown to Vadodara in a special flight this morning,” it said. This comes after several hospitals in Delhi, along with the Indira Gandhi International Airport, were targeted with bomb threat emails on May 12, alleging the presence of explosives on their premises. However, subsequent investigations by Delhi police revealed the threats to be false alarms. A fortnight ago over 150 schools across Delhi-NCR received hoax threat emails, prompting widespread police response. (This story was taken from a syndicated feed, and edited only for style by Gujarat Samachar Digital staff) Also read: Air India Express row: ‘Available for discussions’, CEO writes to employees Hoax bomb threat: 2500 cops search over 60 schools in Jaipur for 12 hours Pak connection detected in Ahmedabad school bomb threat case",baroda
17 accused in Vadodara sent to judicial custody for cyber fraud,https://english.gujaratsamachar.com/news/gujarat/17-accused-in-vadodara-sent-to-judicial-custody-for-cyber-fraud,2024-05-17,17,05,2024,"Vadodara cyber fraud After a cyber fraud nexus emerged from Vadodara involving a gang of 17 perpetrators, the accused have been sent to judicial custody today by the court. In this case, a former company official was cheated of ₹94.18 lakh by being lured with the promise of making a hefty sum in the stock market through an online application called ‘Angel One’. Originally from Andhra Pradesh, Ramakrishna Beduduri landed upon a Facebook advertisement regarding investing in the stock market and earning money. Upon clicking on it, he was added to a WhatsApp group. He was subsequently asked to deposit a total of ₹94.18 lakh into different company accounts, against which a profit of ₹11.26 cr was reflected in his app wallet. However, to withdraw this amount, a demand of ₹33 lakh at 3% was made, leading Beduduri to file a complaint with the cyber cell. In this case, the cybercrime police arrested 17 accused from Vadodara and took them on a two-day remand. Of the 17 accused, 11 were account holders, while the remaining six were agents. These agents worked at the behest of their mastermind. The agents were given a commission of ₹7,000 for a transaction of ₹5 lakh, while the account holders were given a commission of ₹5,000. The members of this fraudulent gang are Abrar Khan Pathan (agent), Shahrukh Vohra (agent), Zarar Saudagar (agent), Adnan Shaikh (agent), Kabir Mansuri (agent), Sohil Shaikh (agent), Mir Salim, Wasim Belim, Mohammad Aftab Beg, Salim Shaikh, Liyaqat Shaikh, Mehboob, Shahrukh Dhobi, Sahil Sheikh, Iqtiyar Saiyed, Gomcy Dave, and Ramiz Qadri. Also read: Bogus company dealing in share market busted in Gujarat, 17 arrested",baroda
MGVCL halts smart meter rollout amid public backlash,https://english.gujaratsamachar.com/news/gujarat/mgvcl-halts-smart-meter-rollout-amid-public-backlash,2024-05-19,19,05,2024,"meter-uproar-continue-in-Vadodara,-residents-condemn-surged-bills.png"" style=""width: 100%;""> The ongoing ‘smart meter’ stir in Vadodara has prompted Madhya Gujarat Vij Corporation Limited (MGVCL) to pause the installation of smart meters. After almost a week of protests and uproar from the residents of Vadodara over ‘overcharging smart meters’, an MGVCL official said that now government offices will be given priority to install smart meters over residential areas. “MGVCL officials will visit the residential societies, learn about the concerns of citizens, and install the meters only after clearing all the doubts,” the official added. PGVCL to begin installation Prepaid smart meters will be installed in 56 lakh places in two phases across Saurashtra-Kutch, including Rajkot. In a press conference organised by the Paschim Gujarat Vij Company Limited (PGVCL) on May 18, the chief engineer (project) informed that the misunderstanding among the consumers regarding prepaid smart meters is due to arrears in old bills. He informed that prepaid smart meters are being installed in many areas, including Rajkot, Jamnagar, Gir Somnath, and Surendranagar. Also read: Smart meter uproar continue in Vadodara, residents condemn surged bills",baroda
